gdp_2018_wb,dest_iso_code,dest_country,vol_kg,val_usd,vol_kg_recon,val_usd_recon,ene_tj_recon,co2_t_recon,bau_usd_23_recon,bau_usd_30_recon,bau_usd_40_recon,bau_usd_50_recon,s24_usd_23_recon,s24_usd_30_recon,s24_usd_40_recon,s24_usd_50_recon,pct_vol_recon,pct_val_recon,s24_usd_23_recon_del,s24_usd_30_recon_del,s24_usd_40_recon_del,s24_usd_50_recon_del,bau_23_pct_gdp,bau_30_pct_gdp,bau_40_pct_gdp,bau_50_pct_gdp,s24_23_pct_gdp,s24_30_pct_gdp,s24_40_pct_gdp,s24_50_pct_gdp,s24_del_23_pct_gdp,s24_del_30_pct_gdp,s24_del_40_pct_gdp,s24_del_50_pct_gdp
1670671340.37966,270,Gambia,569631244.863,67404870.351,569631244.863,67404870.351,250.41255013732751,19210.583454474556,10665704.222155215,10511207.125469573,9075377.195906254,9054844.255094018,10665704.222155215,11722213.67629586,14138106.095852073,15416173.107638044,100.0,100.0,0.0,1211006.550826287,5062728.89994582,6361328.852544026,0.63841,0.62916,0.54322,0.54199,0.63841,0.70165,0.84625,0.92275,0.0,0.07249,0.30304,0.38076
3974443355019.53,276,Germany,274947903422.261,531792377696.447,274947903422.261,531792377696.447,63060.8889241752,4813434.838721745,2476367817.28084,2387684628.957431,2152168110.9554358,2073395956.8768942,2476367817.28084,2725059381.18268,3400222553.1623664,3566915736.109528,100.0,100.0,0.0,337374752.2252493,1248054442.2069306,1493519779.2326338,0.06231,0.06008,0.05415,0.05217,0.06231,0.06856,0.08555,0.08975,0.0,0.00849,0.0314,0.03758
67298913752.0241,288,Ghana,3118256033.639,1615411058.3539999,3118256033.639,1615411058.3539999,1267.012435253942,97977.96422945947,61594728.18018641,62147105.62608767,55876717.25783245,55637004.86640453,61594728.18018641,69765373.05376035,83956985.7210195,88567529.75433409,100.0,100.0,0.0,7618267.427672677,28080268.463187054,32930524.88792956,0.09152,0.09234,0.08303,0.08267,0.09152,0.10366,0.12475,0.1316,0.0,0.01132,0.04172,0.04893
196501504.185186,296,Kiribati,15686231.989,14075948.016999999,15686231.989,14075948.016999999,4.476526981980446,343.92822739422485,181189.0650741362,166994.86953380427,158378.03675585467,147890.78007258323,181189.0650741362,194969.81908247297,275515.20121154387,290824.64669002086,100.0,100.0,0.0,27974.949548668694,117137.1644556892,142933.86661743763,0.09221,0.08498,0.0806,0.07526,0.09221,0.09922,0.14021,0.148,0.0,0.01424,0.05961,0.07274
212049447242.107,300,Greece,33803398317.235,19978400645.907,33803398317.235,19978400645.907,7781.415187335898,600019.0104409765,376452730.93035215,373794273.0530633,321175917.6063275,312183460.4963791,376452730.93035215,419295830.81495214,498293766.1216167,527951827.32501507,100.0,100.0,0.0,45501557.76188886,177117848.51528925,215768366.828636,0.17753,0.17628,0.15146,0.14722,0.17753,0.19773,0.23499,0.24898,0.0,0.02146,0.08353,0.10175
3055791340.7025,304,Greenland,74568940.829,329772736.264,74568940.829,329772736.264,97.72431224786493,7481.922891789231,2698839.7598329918,2546580.790644769,2469381.4320652457,2451942.314199917,2698839.7598329918,3066825.931418708,3852750.1133679594,4039213.8144092276,100.0,100.0,0.0,520245.14077393897,1383368.6813027137,1587271.5002093106,0.08832,0.08334,0.08081,0.08024,0.08832,0.10036,0.12608,0.13218,0.0,0.01702,0.04527,0.05194
1166514814.81481,308,Grenada,160550440.219,167889085.725,160550440.219,167889085.725,21.212443280915764,1619.0290188526717,925444.1422345741,913344.4348018866,836833.5775901255,810845.835982906,925444.1422345741,1013742.7026624585,1180365.0064946215,1238955.695356095,100.0,100.0,0.0,100398.26786057197,343531.428904496,428109.8593731889,0.07933,0.0783,0.07174,0.06951,0.07933,0.0869,0.10119,0.10621,0.0,0.00861,0.02945,0.0367
73328369925.8478,320,Guatemala,8807097063.084,7028133181.159,8807097063.084,7028133181.159,3019.5780345719872,232666.51960550447,132626148.94357398,128826998.55645338,115045085.90008183,111356557.19192049,132626148.94357398,143996149.59819028,180869428.58423477,190540246.85829636,100.0,100.0,0.0,15169151.0417369,65824342.684152946,79183689.66637588,0.18087,0.17569,0.15689,0.15186,0.18087,0.19637,0.24666,0.25985,0.0,0.02069,0.08977,0.10799
11857030366.4598,324,Guinea,1363925210.483,303990277.689,1363925210.483,303990277.689,389.66547714561455,30131.757159025798,15878510.504099865,15701471.737679694,13512069.319295373,12821094.209202979,15878510.504099865,18104501.51574543,22163847.64239536,23170905.063812837,100.0,100.0,0.0,2403029.7780657373,8651778.323099986,10349810.854609858,0.13392,0.13242,0.11396,0.10813,0.13392,0.15269,0.18693,0.19542,0.0,0.02027,0.07297,0.08729
4787637005.53638,328,Guyana,120746820086.12999,166004655238.083,120746820086.12999,166004655238.083,14671.520088594883,1119964.7228413087,673986029.8935173,631331864.0544969,590888122.7549117,573595919.6172403,673986029.8935173,730487511.2105646,954224284.2066383,1018586669.7011805,100.0,100.0,0.0,99155647.15606773,363336161.4517267,444990750.08394015,14.07763,13.18671,12.34196,11.98077,14.07763,15.25779,19.93101,21.27535,0.0,2.07108,7.58905,9.29458
24067750465.9361,340,Honduras,4779623399.298,3324313958.5949993,4779623399.298,3324313958.5949993,1399.1806551783563,107790.80022917301,64892875.70988744,64357669.05549355,54986718.58117142,53987718.38009242,64892875.70988744,72099687.69624467,86731474.56268622,93160609.45522632,100.0,100.0,0.0,7742018.640751123,31744755.981514797,39172891.0751339,0.26963,0.2674,0.22847,0.22432,0.26963,0.29957,0.36036,0.38708,0.0,0.03217,0.1319,0.16276
361731070995.726,344,"China, Hong Kong SAR",51440015055.381996,74911252681.252,51440015055.381996,74911252681.252,10519.958766839143,813123.6405667347,423816821.13957506,408919261.6771067,357782605.2986521,344273737.4188995,423816821.13957506,469875804.4457635,589763645.8096371,623070638.2343467,100.0,100.0,0.0,60956542.76865685,231981040.51098496,278796900.8154473,0.11716,0.11305,0.09891,0.09517,0.11716,0.1299,0.16304,0.17225,0.0,0.01685,0.06413,0.07707
160565642983.587,348,Hungary,8264772351.082001,10777785942.128,8264772351.082001,10777785942.128,1984.336013249683,152538.8410272805,101853659.92430915,100571634.44003622,93559057.3640554,91981355.3476978,101853659.92430915,110827689.5186532,135021206.21974477,142244106.37667063,100.0,100.0,0.0,10256055.078616977,41462148.85568938,50262751.028972834,0.06343,0.06264,0.05827,0.05729,0.06343,0.06902,0.08409,0.08859,0.0,0.00639,0.02582,0.0313
26260850582.0687,352,Iceland,2293824310.436,2227220841.29,2293824310.436,2227220841.29,908.2694321045278,69412.38018411395,49122087.4044023,46864969.856799126,44098044.22307209,43147232.21576945,49122087.4044023,53347315.08197855,65728959.655488186,69182458.98326965,100.0,100.0,0.0,6482345.225179426,21630915.432416096,26035226.7675002,0.18705,0.17846,0.16792,0.1643,0.18705,0.20314,0.25029,0.26344,0.0,0.02468,0.08237,0.09914
2702929639861.5,356,India,246703405839.626,126540237997.34799,246703405839.626,126540237997.34799,107219.0421496867,8252176.951936765,4579288382.125767,4461736354.402958,3967828129.74837,3868405112.009656,4579288382.125767,5058859847.730168,6197436519.736029,6558367497.07603,100.0,100.0,0.0,597123493.3272104,2229608389.9876585,2689962385.066374,0.16942,0.16507,0.1468,0.14312,0.16942,0.18716,0.22929,0.24264,0.0,0.02209,0.08249,0.09952
1042271532953.36,360,Indonesia,90415459454.584,63777919914.997,90415459454.584,63777919914.997,38831.723194216705,3002405.5660763453,1660157352.884692,1606191700.991911,1403613187.5412054,1351165071.0432155,1660157352.884692,1835669454.9866211,2277110544.042179,2406815628.261563,100.0,100.0,0.0,229477753.9947102,873497356.5009737,1055650557.2183473,0.15928,0.1541,0.13467,0.12964,0.15928,0.17612,0.21848,0.23092,0.0,0.02202,0.08381,0.10128
327900695065.853,364,Iran (Islamic Republic of),5189823797.987,6361382980.666,5189823797.987,6361382980.666,3065.1379817761003,236979.7840847623,109229554.29305536,101953147.07018247,91935806.58226462,87630894.56962484,109229554.29305536,119555132.69405565,154496217.36534882,161923678.76354983,100.0,100.0,0.0,17601985.623873174,62560410.7830842,74292784.193925,0.03331,0.03109,0.02804,0.02672,0.03331,0.03646,0.04712,0.04938,0.0,0.00537,0.01908,0.02266
385736680797.111,372,Ireland,19608425712.11,15236813726.685,19608425712.11,15236813726.685,4163.5093987420105,318333.8721387157,192589786.84299213,188281697.20514378,168829202.5503876,166339814.87648603,192589786.84299213,210606444.15813792,252678508.91329262,269583730.14601886,100.0,100.0,0.0,22324746.952994138,83849306.36290503,103243915.26953283,0.04993,0.04881,0.04377,0.04312,0.04993,0.0546,0.06551,0.06989,0.0,0.00579,0.02174,0.02677
376691526553.276,376,Israel,23203547823.5,25760614817.552002,23203547823.5,25760614817.552002,8598.545393796087,662737.0300083891,364194089.34597576,355237290.8575812,315314008.23270386,304745772.52821654,364194089.34597576,402429081.96452576,491879510.67954594,517664342.10024196,100.0,100.0,0.0,47191791.10694456,176565502.44684207,212918569.57202542,0.09668,0.0943,0.08371,0.0809,0.09668,0.10683,0.13058,0.13742,0.0,0.01253,0.04687,0.05652
2091932426266.94,380,Italy,155573149663.833,145780556414.734,155573149663.833,145780556414.734,55499.34358893573,4273936.305448316,2592525893.720505,2523534727.561084,2258730338.9843636,2198221492.0141196,2592525893.720505,2840182574.364862,3474274353.9730124,3673666339.329898,100.0,100.0,0.0,316647846.8037782,1215544014.988649,1475444847.3157783,0.12393,0.12063,0.10797,0.10508,0.12393,0.13577,0.16608,0.17561,0.0,0.01514,0.05811,0.07053
58522477744.7313,384,Côte d'Ivoire,9566520888.285,3676341742.434,9566520888.285,3676341742.434,3863.570406594921,298477.52588143,176105948.41023913,177416702.86506912,148838982.3248075,146666320.2562306,176105948.41023913,199920714.73697782,235286952.9806832,251771724.03286517,100.0,100.0,0.0,22504011.871908695,86447970.65587571,105105403.77663457,0.30092,0.30316,0.25433,0.25062,0.30092,0.34161,0.40205,0.43021,0.0,0.03845,0.14772,0.1796
15730791525.65,388,Jamaica,5152320327.561,3510745684.832,5152320327.561,3510745684.832,1438.489432775126,110974.75708559256,57824602.48844863,55895326.22957363,51421377.05301682,50476818.62160234,57824602.48844863,63036003.912275776,80256711.9919859,84673540.73331213,100.0,100.0,0.0,7140677.6827021465,28835334.938969083,34196722.11170979,0.36759,0.35532,0.32688,0.32088,0.36759,0.40072,0.51019,0.53827,0.0,0.04539,0.18331,0.21739
5040880939324.86,392,Japan,280359768414.245,217069453927.19,280359768414.245,217069453927.19,153493.57840808842,11873792.239003949,6600655861.665825,6364491193.975373,5705080163.990169,5519426721.192618,6600655861.665825,7141161988.195514,8981728421.30065,9450429821.849804,100.0,100.0,0.0,776670794.2201405,3276648257.310481,3931003100.6571856,0.13094,0.12626,0.11318,0.10949,0.13094,0.14166,0.17818,0.18748,0.0,0.01541,0.065,0.07798
179339977517.062,398,Kazakhstan,16658753227.266,11547185263.216,16658753227.266,11547185263.216,3002.870697490793,229298.72589142402,100672994.32501183,95823694.99544299,87885039.17861502,86105645.46767262,100672994.32501183,111139278.69683215,137705773.7997161,146079931.59382552,100.0,100.0,0.0,15315583.701389164,49820734.62110107,59974286.1261529,0.05614,0.05343,0.049,0.04801,0.05614,0.06197,0.07678,0.08145,0.0,0.00854,0.02778,0.03344
43370860704.2254,400,Jordan,4553937723.884,2312923703.026,4553937723.884,2312923703.026,1003.2741152563079,77611.44504964231,47809215.22359896,48131424.192025855,41175855.87813943,40111741.5511221,47809215.22359896,54218475.62823597,63912392.25291816,67189355.81257343,100.0,100.0,0.0,6087051.436210118,22736536.374778733,27077614.261451334,0.11023,0.11098,0.09494,0.09249,0.11023,0.12501,0.14736,0.15492,0.0,0.01403,0.05242,0.06243
92202979940.671,404,Kenya,7408583284.702001,4399958049.951,7408583284.702001,4399958049.951,2890.432556714143,223756.90071553623,141988070.81706098,140632542.6081122,123921788.33435905,120960904.6037969,141988070.81706098,157434464.6973579,193083087.91642013,203431899.61266273,100.0,100.0,0.0,16801922.089245707,69161299.58206108,82470995.00886583,0.154,0.15252,0.1344,0.13119,0.154,0.17075,0.20941,0.22063,0.0,0.01822,0.07501,0.08945
1724845615629.26,410,"Korea, Republic of",214669377518.689,152054048615.093,214669377518.689,152054048615.093,113796.98095042002,8794306.21945966,5435637238.477492,5225945887.550169,4722850683.1170025,4572800304.4711075,5435637238.477492,5854694684.040536,7366565903.98344,7764179796.226853,100.0,100.0,0.0,628748796.4903669,2643715220.866438,3191379491.755746,0.31514,0.30298,0.27381,0.26511,0.31514,0.33943,0.42709,0.45014,0.0,0.03645,0.15327,0.18502
138202309918.726,414,Kuwait,12419980601.228,4897748011.917,12419980601.228,4897748011.917,2212.6884748397283,171010.57432950148,103942680.81254332,104556640.69547871,94759033.34862195,93773342.34770608,103942680.81254332,116260899.26848413,140721936.38668755,148276157.07863933,100.0,100.0,0.0,11704258.573005423,45962903.0380656,54502814.73093325,0.07521,0.07565,0.06857,0.06785,0.07521,0.08412,0.10182,0.10729,0.0,0.00847,0.03326,0.03944
8271106196.04253,417,Kyrgyzstan,1454510338.903,763610586.597,1454510338.903,763610586.597,608.99752410958,46931.74654923065,26880790.809826415,26244957.558552448,22854603.22419848,21977816.439497635,26880790.809826415,29994588.78811991,36048923.786290355,37899586.04757483,100.0,100.0,0.0,3749631.2295674607,13194320.562091876,15921769.608077198,0.325,0.31731,0.27632,0.26572,0.325,0.36264,0.43584,0.45822,0.0,0.04533,0.15952,0.1925
18141651381.3884,418,Lao People's Dem. Rep.,3187931391.0810003,2311496878.416,3187931391.0810003,2311496878.416,536.5117064050036,41317.246185214404,22436440.56459266,21358604.188311975,19238384.598955065,18639099.297961317,22436440.56459266,24811329.050544485,31642408.64317884,33582776.36564011,100.0,100.0,0.0,3452724.86223251,12404024.044223774,14943677.067678794,0.12367,0.11773,0.10605,0.10274,0.12367,0.13676,0.17442,0.18511,0.0,0.01903,0.06837,0.08237
54901519155.6219,422,Lebanon,7195708007.245,5283081140.575999,7195708007.245,5283081140.576,2409.0702464122483,186023.57224511294,108428869.36504212,105301608.15463133,96391346.89175178,94479828.18756579,108428869.36504212,115097328.78139547,144603913.91000974,153385796.70977673,100.0,100.0,0.0,9795720.626764134,48212567.01825796,58905968.52221094,0.1975,0.1918,0.17557,0.17209,0.1975,0.20964,0.26339,0.27938,0.0,0.01784,0.08782,0.10729
2556247155.56945,426,Lesotho,726594599.791,631514407.515,726594599.791,631514407.515,62.69710037280672,4844.677587739244,1991009.7023310226,1903582.6950086444,1658143.2732861089,1596993.815972239,1991009.7023310226,2211945.4186555943,2777214.12527057,2923958.7271428686,100.0,100.0,0.0,308362.72364695,1119070.8519844613,1326964.9111706296,0.07789,0.07447,0.06487,0.06247,0.07789,0.08653,0.10864,0.11438,0.0,0.01206,0.04378,0.05191
34429023435.0205,428,Latvia,3248057109.328,1596798255.473,3248057109.328,1596798255.473,401.33931568978414,30221.429878369498,16514443.73764461,15974515.736753324,14369471.181240244,13947703.559869196,16514443.73764461,17961286.886814468,21764225.853247885,23099567.91849955,100.0,100.0,0.0,1986771.1500611436,7394754.672007641,9151864.358630355,0.04797,0.0464,0.04174,0.04051,0.04797,0.05217,0.06321,0.06709,0.0,0.00577,0.02148,0.02658
76686048499.3527,434,Libya,4980446985.934,3661107292.771,4980446985.934,3661107292.771,1279.5703363076773,98593.83426510816,45778648.93027371,44244505.07101694,40967482.43837622,40302235.53257535,45778648.93027371,48660927.7486284,61658791.014979616,65415057.56283302,100.0,100.0,0.0,4416422.677611463,20691308.576603398,25112822.030257672,0.0597,0.0577,0.05342,0.05255,0.0597,0.06345,0.0804,0.0853,0.0,0.00576,0.02698,0.03275
53751411409.4437,440,Lithuania,14317208164.502,8357703955.009,14317208164.502,8357703955.009,1711.3643662552747,129331.6298207393,67022009.550591454,66149326.78707661,58153874.43975082,56243978.18552786,67022009.550591454,74472281.55461252,90011283.57713951,94579789.88419548,100.0,100.0,0.0,8322954.76753591,31857409.13738869,38335811.698667616,0.12469,0.12307,0.10819,0.10464,0.12469,0.13855,0.16746,0.17596,0.0,0.01548,0.05927,0.07132
71000359760.4599,442,Luxembourg,9563817443.519001,8570207167.618,9563817443.519001,8570207167.618,751.8286447193425,56867.50430446654,27655202.101156868,26173686.892301563,23606555.32056266,22931706.81976651,27655202.101156868,29806242.904327165,36856022.38826784,39563634.11232739,100.0,100.0,0.0,3632556.012025602,13249467.067705177,16631927.29256088,0.03895,0.03686,0.03325,0.0323,0.03895,0.04198,0.05191,0.05572,0.0,0.00512,0.01866,0.02343
55284309690.2698,446,"China, Macao SAR",2514703381.527,2472313527.044,2514703381.527,2472313527.044,189.8989400924806,14619.229592881537,10701445.892253656,10428410.705355,8969713.654049229,8470694.06927727,10701445.892253656,11715411.328426171,13978156.542729028,14527215.196915872,100.0,100.0,0.0,1287000.6230711713,5008442.888679799,6056521.127638603,0.01936,0.01886,0.01622,0.01532,0.01936,0.02119,0.02528,0.02628,0.0,0.00233,0.00906,0.01096
13760033282.6071,450,Madagascar,3257857688.21,1112571080.718,3257857688.21,1112571080.718,1043.7068872762468,80775.35484332143,52206089.6459558,52443374.82302887,44155371.88909428,42730307.1469526,52206089.6459558,58129168.28682256,68083819.97051734,71949815.64069602,100.0,100.0,0.0,5685793.4637936875,23928448.08142306,29219508.49374342,0.3794,0.38113,0.3209,0.31054,0.3794,0.42245,0.49479,0.52289,0.0,0.04132,0.1739,0.21235
9880675785.93057,454,Malawi,55493290.303,135481465.27,55493290.303,135481465.27,13.130798851106213,1015.3285113186997,488906.16365072486,463119.51460972975,445426.69849003607,429051.0504158105,488906.16365072486,537140.280542684,731294.0086037368,765050.1438018876,100.0,100.0,0.0,74020.76593295427,285867.3101137007,335999.09338607715,0.00495,0.00469,0.00451,0.00434,0.00495,0.00544,0.0074,0.00774,0.0,0.00075,0.00289,0.0034
358788833524.945,458,Malaysia,8020657151.235,11631624849.376,8020657151.235,11631624849.376,4372.840542484904,337965.2148296042,157044931.02764246,147788089.43574262,130815279.70920397,125852326.40227108,157044931.02764246,175197361.07700613,225019149.54654175,237163010.56165415,100.0,100.0,0.0,27409271.641263515,94203869.83733778,111310684.15938307,0.04377,0.04119,0.03646,0.03508,0.04377,0.04883,0.06272,0.0661,0.0,0.00764,0.02626,0.03102
5300949822.99805,462,Maldives,3915350933.1260004,951429778.5430001,3915350933.1260004,951429778.5430001,838.772093566996,64557.41007600868,41284931.25294438,41252464.10792586,35278100.569116816,34887554.11177437,41284931.25294438,46115751.81675471,53739829.236575246,57646120.87703437,100.0,100.0,0.0,4863287.708828852,18461728.66745843,22758566.765260004,0.77882,0.77821,0.66551,0.65814,0.77882,0.86995,1.01378,1.08747,0.0,0.09174,0.34827,0.42933
17070867577.6666,466,Mali,1659460647.522,1013642128.695,1659460647.522,1013642128.695,337.66265714788733,26048.667470056585,14000217.175919507,13847229.524530103,11825656.010333195,11640232.13050318,14000217.175919507,15642328.016295282,18730918.78558469,20110639.00906821,100.0,100.0,0.0,1795098.4917651787,6905262.775251493,8470406.87856503,0.08201,0.08112,0.06927,0.06819,0.08201,0.09163,0.10972,0.11781,0.0,0.01052,0.04045,0.04962
15298004130.4975,470,Malta,5901143244.026,4593617623.922,5901143244.026,4593617623.922,1026.8394216751112,79187.07955279536,41889487.325450994,40528393.60906967,35676360.07671185,34410128.926299766,41889487.325450994,45697405.26187405,56547910.0417929,59540412.031256914,100.0,100.0,0.0,5169011.652804382,20871549.96508105,25130283.10495715,0.27382,0.26493,0.23321,0.22493,0.27382,0.29871,0.36964,0.3892,0.0,0.03379,0.13643,0.16427
7473550557.07378,478,Mauritania,1242431483.802,550263623.026,1242431483.802,550263623.026,296.5124813830038,22852.537271399935,12618583.543889413,12358390.011566345,10739936.850306198,10492564.296868362,12618583.543889413,13657020.117849838,16780207.858173642,17944957.527664777,100.0,100.0,0.0,1298630.1062834933,6040271.007867444,7452393.230796415,0.16884,0.16536,0.14371,0.1404,0.16884,0.18274,0.22453,0.24011,0.0,0.01738,0.08082,0.09972
14735695930.9727,480,Mauritius,3159600150.581,2452253589.13,3159600150.581,2452253589.13,767.5189814531665,59413.44285223799,34303203.68661433,34029806.65334659,28938053.19193268,27637143.115141794,34303203.68661433,39153867.78426371,47342918.234853685,49545196.94211904,100.0,100.0,0.0,5124061.130917117,18404865.042921007,21908053.826977246,0.23279,0.23093,0.19638,0.18755,0.23279,0.26571,0.32128,0.33623,0.0,0.03477,0.1249,0.14867
13178094719.8612,496,Mongolia,1367520320.365,1584378869.949,1367520320.365,1584378869.949,173.51162015517954,13413.837624844635,6320427.091243334,6004634.590041058,5375419.120448052,5178176.4141209135,6320427.091243334,7100765.519217388,9104658.235441824,9576161.181142764,100.0,100.0,0.0,1096130.9291763296,3729239.1149937725,4397984.767021851,0.04796,0.04557,0.04079,0.03929,0.04796,0.05388,0.06909,0.07267,0.0,0.00832,0.0283,0.03337
11253727815.4762,498,"Moldova, Republic of",537331996.8310001,822251573.359,537331996.8310001,822251573.359,57.25524022103336,4402.595716678352,1712897.156545833,1620805.3935287194,1454464.9167235799,1407587.8332437968,1712897.156545833,1881951.372576287,2354816.583509158,2498671.5951844896,100.0,100.0,0.0,261145.97904756758,900351.666785578,1091083.7619406928,0.01522,0.0144,0.01292,0.01251,0.01522,0.01672,0.02092,0.0222,0.0,0.00232,0.008,0.0097
5506944403.30196,499,Montenegro,987198405.834,492172906.193,987198405.834,492172906.193,130.09883112279599,9948.814994141048,6894199.551535396,6676571.742609827,6206974.229590465,5996398.096369612,6894199.551535396,7475452.062638992,9073849.476299012,9546626.015798638,100.0,100.0,0.0,798880.3200291656,2866875.2467085468,3550227.9194290256,0.12519,0.12124,0.11271,0.10889,0.12519,0.13575,0.16477,0.17336,0.0,0.01451,0.05206,0.06447
,500,Montserrat,159139.17899999997,126518.45000000001,159139.17899999997,126518.45000000001,0.016253249497905867,1.2362710782102624,2605.897474795282,2598.301940274002,2397.192203155451,2320.9818236777746,2605.897474795282,2868.890585141091,3212.9592217660843,3339.1822383737085,100.0,100.0,0.0,270.588644867089,815.7670186106334,1018.2004146959339,,,,,,,,,,,,
127341141871.205,504,Morocco,28872586354.547,19081483664.074,28872586354.547,19081483664.074,9761.25158002824,751614.2992452505,419751487.64934635,412552445.015181,358605577.9710308,348408772.1775616,419751487.64934635,465283302.6480918,564251149.2701405,596884583.6900783,100.0,100.0,0.0,52730857.63291079,205645571.29910976,248475811.51251668,0.32963,0.32397,0.28161,0.2736,0.32963,0.36538,0.4431,0.46873,0.0,0.04141,0.16149,0.19513
14845400592.6712,508,Mozambique,17381215507.988,1845871095.723,17381215507.988,1845871095.723,6296.233412057633,487460.4147083162,307384609.62157625,306439709.7273869,260691558.7827903,249993762.69154367,307384609.62157625,341885455.0477832,408083079.2683861,428133069.1362785,100.0,100.0,0.0,35445745.320396304,147391520.48559582,178139306.44473484,2.07057,2.06421,1.75604,1.68398,2.07057,2.30297,2.74889,2.88394,0.0,0.23877,0.99284,1.19996
91505851755.5267,512,Oman,9926080138.448,7061897165.073999,9926080138.448,7061897165.073999,1904.3061236643296,147354.99478433217,68692688.65815367,65547188.105387375,57899768.024010964,55274889.7463464,68692688.65815367,74005171.5897567,93658189.61734623,98293534.09228463,100.0,100.0,0.0,8457983.484369323,35758421.59333526,43018644.345938236,0.07507,0.07163,0.06327,0.06041,0.07507,0.08087,0.10235,0.10742,0.0,0.00924,0.03908,0.04701
13682019171.6627,516,Namibia,1355275725.106,2051318050.011,1355275725.106,2051318050.011,499.04447094869334,38509.22815967405,21827889.158311665,20995839.13382577,18897957.80114132,18368480.10422457,21827889.158311665,23307388.162757423,29543934.56617918,31371121.131765567,100.0,100.0,0.0,2311549.0289316513,10645976.765037857,13002641.027540997,0.15954,0.15346,0.13812,0.13425,0.15954,0.17035,0.21593,0.22929,0.0,0.01689,0.07781,0.09503
33111525182.7133,524,Nepal,6052911311.316,4402847296.287,6052911311.316,4402847296.287,634.9978429828749,49039.68132008172,27980873.80923179,27239892.884030968,23868980.4690573,23135885.58389301,27980873.80923179,31236354.838507168,38185805.505707756,40256126.664793365,100.0,100.0,0.0,3996461.9544762,14316825.036650456,17120241.080900356,0.0845,0.08227,0.07209,0.06987,0.0845,0.09434,0.11532,0.12158,0.0,0.01207,0.04324,0.0517
914043438179.591,528,Netherlands (Kingdom of the),178055255886.237,155389390261.285,178055255886.237,155389390261.285,43634.750351123235,3333660.5413088235,1611331346.99627,1542635181.512633,1385929450.5671546,1323333409.9168758,1611331346.99627,1717002157.877127,2175435410.634637,2284453662.8991675,100.0,100.0,0.0,174366976.36449385,789505960.0674822,961120252.9822917,0.17629,0.16877,0.15163,0.14478,0.17629,0.18785,0.238,0.24993,0.0,0.01908,0.08638,0.10515
3276187709.49721,533,Aruba,275964118.207,578358059.461,275964118.20699996,578358059.461,66.10782783769106,5087.870541494379,2611640.0650470583,2491329.771330526,2263104.813528042,2166721.555460608,2611640.0650470583,2834323.9173994064,3708234.320623475,3929596.3815595857,100.0,100.0,0.0,342994.14606888033,1445129.5070954333,1762874.8260989776,0.07972,0.07604,0.06908,0.06614,0.07972,0.08651,0.11319,0.11994,0.0,0.01047,0.04411,0.05381
