Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Torshavn,463,91,4011.7,2378.2,1998.7,1996.0,2000.2,1999.6,568.3,1519.2,540.8,592.7,40.0,233.5,154.4,159.2,5.0,143.2,63.2,62.5,1068.4,80970.7,82525.3,6171142.9,20844626.6,20591530.6,13328.6,36840.8,42519.5
Runavik,123,71,1393.1,1045.5,1994.4,1993.2,1993.4,1994.7,1244.1,2523.4,1977.9,1773.6,119.0,295.8,481.3,428.4,101.0,254.7,428.6,346.6,633.9,47926.6,48846.8,4686105.5,10549455.1,12082480.9,38098.4,89336.2,103484.7
Klaksvik,109,68,550.1,457.9,1991.0,1991.3,1990.7,1993.1,814.6,1707.7,1501.3,1395.6,83.0,222.1,426.4,388.8,22.0,128.2,132.3,117.0,266.7,20129.6,20516.1,1853702.0,4581524.2,5249226.9,17006.4,42598.2,50914.4
Fuglafjordur,86,52,470.1,300.5,1997.4,1996.2,1995.6,1997.7,804.3,1760.4,1791.2,1213.6,96.0,237.7,481.9,332.9,22.5,87.4,338.7,240.6,153.2,11575.9,11798.2,1654742.4,3784292.7,4416503.8,19241.2,47404.9,57024.5
Nolsoy,85,48,565.8,503.5,1998.0,1994.0,2003.9,2003.9,748.3,1231.9,932.0,901.1,53.0,180.3,251.1,164.8,10.0,28.8,28.2,32.7,188.4,14286.5,14560.8,1189158.4,3215884.7,3778298.9,13990.1,39304.6,46719.3
Kollafjordur,67,30,360.7,256.4,1998.2,1995.2,1999.2,2000.3,695.1,1069.5,640.8,664.1,48.0,142.1,94.0,85.5,7.0,70.1,27.4,30.9,119.9,9106.6,9281.5,724879.6,1978890.9,2328064.0,10819.1,30210.9,34718.3
Leirvik,39,19,91.3,113.2,1991.3,1993.4,1997.2,1996.9,840.8,888.4,977.3,956.5,80.0,86.1,106.0,104.6,11.0,17.1,22.1,21.6,38.1,2874.2,2929.4,367713.2,923465.1,1177078.6,9428.5,25914.0,32962.8
Toftir,39,26,175.6,112.8,1983.5,1989.6,2001.7,1993.3,759.2,1426.2,976.7,1145.6,75.0,188.0,114.9,154.9,30.0,151.4,73.2,87.9,78.8,5949.0,6063.2,396623.3,1008007.8,1218515.7,10169.8,26917.9,32535.1
Hoyvik,31,20,119.0,109.7,1992.6,1993.2,1990.8,1994.9,558.0,792.7,744.6,758.2,55.0,73.6,89.5,95.3,9.0,26.7,55.6,60.7,40.8,3091.0,3150.4,292012.8,1419668.1,1215117.4,9419.8,29788.4,39731.6
Eidi,27,10,43.2,54.8,1983.5,1982.1,1991.1,1990.1,694.9,1037.7,890.8,896.5,64.0,132.4,303.1,234.1,10.0,10.4,12.8,14.3,24.8,1865.6,1901.5,234321.7,555915.1,668836.3,8678.6,23323.5,28627.5
Thorshavn,21,13,62.1,55.9,1994.7,1995.0,1994.5,1995.9,499.2,1398.1,948.1,685.9,53.0,243.1,1024.8,574.2,16.0,19.9,21.9,22.5,22.4,1683.5,1715.9,209296.6,700848.2,693047.3,9966.5,27589.6,36291.1
Tvoroyri,21,18,60.1,63.1,1993.5,1992.7,1993.0,1993.3,782.6,997.9,934.6,958.0,69.0,122.2,200.8,198.2,45.0,45.8,68.3,71.3,39.5,2980.5,3037.8,230554.4,590460.3,622624.9,10978.8,25484.2,30052.6
Vagur,15,14,97.4,90.9,1992.4,1994.0,1995.4,1995.6,586.0,2153.7,2853.0,3061.2,77.0,337.3,1294.0,1393.9,17.0,17.2,12.4,12.1,40.7,3068.7,3127.6,633260.3,1413940.1,1605585.8,42217.4,99634.2,118409.2
Lopra,14,10,50.4,56.2,1982.4,1987.3,1989.3,1989.7,689.6,1393.3,2171.7,2630.6,66.0,225.4,1135.2,1217.8,15.0,19.6,33.4,34.2,37.5,2828.1,2882.4,176581.0,403089.1,477981.0,12612.9,29262.3,34083.3
Skali,12,11,27.2,31.5,1999.4,1998.1,2005.5,2004.9,533.0,755.1,749.7,740.6,79.0,145.4,218.8,186.5,22.5,93.4,42.8,46.9,10.7,807.9,823.4,145542.3,350635.9,425347.4,12128.5,31611.4,39546.7
Streymnes,11,5,18.5,24.5,1984.6,1987.8,1981.8,1982.0,626.2,592.3,705.7,701.5,77.0,74.3,85.2,84.9,18.0,33.4,37.6,33.0,6.8,512.5,522.4,61919.5,159211.0,212628.1,5629.0,17667.0,23811.1
Sorvagur,10,4,27.7,16.0,1976.9,1985.8,1992.1,1990.2,473.1,722.8,829.7,772.2,59.0,56.2,52.9,57.9,11.0,9.5,10.9,11.2,8.2,620.6,632.5,33313.9,98804.3,123854.7,3331.4,9844.8,12124.5
Vestmanna,7,6,22.4,24.2,1989.9,1990.0,1996.5,1997.8,430.0,796.1,958.9,1057.9,68.0,145.8,200.8,196.9,19.0,25.6,10.3,9.2,14.6,1103.1,1124.3,47245.8,113490.7,139726.4,6749.4,17526.1,20997.3
Strendur,6,6,23.8,26.9,1998.2,1998.2,1998.7,1999.7,685.8,1143.0,826.0,785.8,50.0,203.0,143.6,103.3,8.0,50.8,18.1,15.6,11.1,842.8,858.9,69900.8,167394.1,191355.3,11650.1,28622.5,32241.0
Noryskali,6,6,9.1,11.0,1988.2,1988.2,1997.2,1996.2,659.5,782.4,789.9,724.0,66.0,85.3,78.2,72.7,15.0,28.3,14.8,13.6,4.9,367.6,374.6,34411.3,90737.7,122451.9,5735.2,16527.4,22306.9
Nordregota,3,3,3.2,3.8,1986.7,1986.7,1990.2,1988.4,804.4,741.4,776.1,820.6,73.0,82.7,91.6,97.9,31.0,33.3,23.0,18.4,1.1,83.0,84.6,15887.0,41018.6,54281.9,5295.7,15145.4,20393.5
